path,label
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1NRBAUT1Q6.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3IRFAZYSYE.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2HRVJ9VV6O.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01605.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_93_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_76_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1EPZ7G2L6E.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00216.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2SK40CGG5V.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00634.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_619_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2YGRGQF167.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01743.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_270_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03930.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_497_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0I56D4CA8S.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_530_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1ZYGHTM3J7.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_71_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00140.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3F6BBHE1ZH.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_581_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_535_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0BXS0ZY2C9.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_176_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_473_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_681_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_36_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1RV4HVZGUO.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_440_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_168_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/02W237BTME.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_652_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_552_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02877.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_272_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_86_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1NRH7KZ9PL.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0UUAD2H96A.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01271.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1BFGL32ZCH.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_308_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3DND60SD25.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_454_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_352_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_609_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1AS5B6OS9I.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_197_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01314.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03159.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1W36HKC3FG.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0VD9A4QXS7.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0VPCDNK7W7.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00107.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00669.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_402_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_161_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_262_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_37_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_211_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_511_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0JL93FMA16.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_537_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_405_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0FF28NTZ3W.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_90_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_254_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_457_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_279_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_440_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1D2MUUXC2Y.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_10_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_276_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2XZTGJK68M.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_436_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_504_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_294_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0TOPJAEYZ8.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03347.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1M0UEJGJ0K.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03939.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_279_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03622.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00931.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_82_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_468_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0JPZKGZDQK.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0FRFD22RWM.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_489_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_259_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2M2BEY375F.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2CQE1956CG.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_76_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_126_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0JASGMVJUZ.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/04045.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_380_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_470_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2LUEM8SMAA.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_426_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0UTTF3VPYT.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_236_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_502_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00372.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_162_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_310_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_267_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_63_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_616_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_669_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_188_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_542_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0GVE5NOQKP.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_59_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_422_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0WXKO4TSI6.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_31_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0L5OPP3Z19.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0FTJ41OE5D.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_548_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2YQWUA5C12.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1TBXN9UGYC.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_454_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1XJ2RB18HY.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_14_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1BSGMK7CG7.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_578_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_660_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_300_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03913.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/01TLT6JPSK.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_402_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00146.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_423_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_238_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02724.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03568.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_495_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00614.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00758.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02971.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_85_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03403.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_343_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2O2S0R8X63.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_480_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02617.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00129.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1XC0MTLX3I.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_109_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00031.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_438_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03941.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_325_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_102_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_53_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_34_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_233_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_35_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03477.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_663_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_13_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3ISOQGEV6U.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_384_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_319_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0NX9L6YYSP.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_560_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1D7IJHADQF.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_407_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1NC3544SSX.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_679_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02535.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_40_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0GXQ31NJCF.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3D3G8GA3EU.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_447_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00269.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_132_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_61_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2V2AX4G3DN.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2F2IJ09BCY.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01055.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_368_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_57_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02203.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_340_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0RXKVGIF8C.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02658.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_132_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00983.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_87_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_295_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2N9LAZLW6W.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00351.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0ZVMKQAXNC.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1L20X3TJR8.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_92_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01650.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3GKVSHPWPE.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03346.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_462_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3I5KQKC69N.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0DOSS81OZ6.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_476_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_394_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1HDVF4J6WU.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_394_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_594_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_598_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_527_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_337_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1ZE2LIMGBD.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2C86KVEKWQ.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03967.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02032.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_409_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_602_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_229_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3GJBJ623I6.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01145.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_142_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_54_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02902.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_486_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2MRMPF8MCP.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_527_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1J88Z47YRD.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_296_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_359_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03462.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_532_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_523_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_358_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_241_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00147.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_106_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_109_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00706.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_383_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0TBLT5PZUE.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1EEPY63J1D.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_228_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_120_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_314_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_501_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02320.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02189.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_302_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0AJ9SDYUL5.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_312_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_565_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01710.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_627_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_223_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00091.jpg,Real
